Series_ID,Region_Name,Region_Code,2021_April
NCCLAY3URN,"Clay County, NC",37043,4.3
INCLAY1URN,"Clay County, IN",18021,4.7
MOCLAY7URN,"Clay County, MO",29047,4.8
MSCYURN,"Clay County, MS",28025,7.8
IACLAY1URN,"Clay County, IA",19041,3.4
NECLAY5URN,"Clay County, NE",31035,1.9
ILCYURN,"Clay County, IL",17025,5.7
KSCLAY7URN,"Clay County, KS",20027,2.5
KYCLAY1URN,"Clay County, KY",21051,5.5
WVCLAY5URN,"Clay County, WV",54015,8.8
MNCLAY7URN,"Clay County, MN",27027,3.3
ALCLAY7URN,"Clay County, AL",1027,2.4
TNCLAY7URN,"Clay County, TN",47027,5.2
TXCLAY7URN,"Clay County, TX",48077,5.2
SDCLAY7URN,"Clay County, SD",46027,3.1
FLCLAY5URN,"Clay County, FL",12019,4
ARCYURN,"Clay County, AR",5021,4
GACLAY1URN,"Clay County, GA",13061,10.1
IACLAY3URN,"Clayton County, IA",19043,4.4
GACLAY5URN,"Clayton County, GA",13063,6.6
COCLEA9URN,"Clear Creek County, CO",8019,6.3
PACLEA0URN,"Clearfield County, PA",42033,6.8
IDCLEA5URN,"Clearwater County, ID",16035,8.4
MNCLEA9URN,"Clearwater County, MN",27029,7.7
ALCLEB9URN,"Cleburne County, AL",1029,2.2
ARCEURN,"Cleburne County, AR",5023,4.7
OHCLER0URN,"Clermont County, OH",39025,3.9
OKCLEV7URN,"Cleveland County, OK",40027,3.8
ARCVURN,"Cleveland County, AR",5025,4
NCCLEV0URN,"Cleveland County, NC",37045,4.8
GACLIN5URN,"Clinch County, GA",13065,2.9
NYCLIN0URN,"Clinton County, NY",36019,5.4
ILCNURN,"Clinton County, IL",17027,3.3
INCLIN3URN,"Clinton County, IN",18023,3.2
MOCLIN9URN,"Clinton County, MO",29049,5
MICLIN5URN,"Clinton County, MI",26037,4.6
KYCIURN,"Clinton County, KY",21053,3.3
OHCLIN7URN,"Clinton County, OH",39027,4.8
IACLIN0URN,"Clinton County, IA",19045,4.9
PACLIN5URN,"Clinton County, PA",42035,6.1
KSCLOU9URN,"Cloud County, KS",20029,2.8
MSCMURN,"Coahoma County, MS",28027,9.1
OKCOAL9URN,"Coal County, OK",40029,5.6
GACOBB0URN,"Cobb County, GA",13067,3.2
AZCOCH0URN,"Cochise County, AZ",4003,6
TXCOCH9URN,"Cochran County, TX",48079,5.6
TNCOCK9URN,"Cocke County, TN",47029,5.7
AZCOCO0URN,"Coconino County, AZ",4005,7.5
SDCODI9URN,"Codington County, SD",46029,2.9
ALCOFF1URN,"Coffee County, AL",1031,2.3
TNCOFF1URN,"Coffee County, TN",47031,4
GACOFF9URN,"Coffee County, GA",13069,3.8
KSCOFF1URN,"Coffey County, KS",20031,3
TXCOKE1URN,"Coke County, TX",48081,5.3
ALCOLB0URN,"Colbert County, AL",1033,3.4
MOCOURN,"Cole County, MO",29051,2.7
TXCOLE3URN,"Coleman County, TX",48083,6.4
ILCOLE3URN,"Coles County, IL",17029,5.2
NMCOLF7URN,"Colfax County, NM",35007,7.3
NECOLF7URN,"Colfax County, NE",31037,1.9
SCCOLL9URN,"Colleton County, SC",45029,4.7
FLCOLL0URN,"Collier County, FL",12021,3.8
TXCOLL5URN,"Collin County, TX",48085,4.8
TXCOLL7URN,"Collingsworth County, TX",48087,5.1
VACOLO0URN,"Colonial Heights City, VA",51570,4.9
TXCOLO9URN,"Colorado County, TX",48089,5.1
GACOLQ1URN,"Colquitt County, GA",13071,3.1
FLCOLU3URN,"Columbia County, FL",12023,4.9
NYCOLU5URN,"Columbia County, NY",36021,4.5
WACOLU3URN,"Columbia County, WA",53013,6.6
ARCOURN,"Columbia County, AR",5027,5.6
WICOLU1URN,"Columbia County, WI",55021,3.7
GACOLU3URN,"Columbia County, GA",13073,2.4
PACOLU5URN,"Columbia County, PA",42037,5.4
ORCOLU9URN,"Columbia County, OR",41009,6.8
OHCOLU9URN,"Columbiana County, OH",39029,5.4
NCCOLU0URN,"Columbus County, NC",37047,5.6
CACOLU1URN,"Colusa County, CA",6011,13
TXCOMA1URN,"Comal County, TX",48091,4.8
KSCOMA3URN,"Comanche County, KS",20033,2
OKCOMA2URN,"Comanche County, OK",40031,4.1
TXCOMA3URN,"Comanche County, TX",48093,5.1
TXCONC5URN,"Concho County, TX",48095,4.5
LACONC9URN,"Concordia Parish, LA",22029,6.4
ALCONE5URN,"Conecuh County, AL",1035,4.2
COCONE1URN,"Conejos County, CO",8021,5.4
CACONT3URN,"Contra Costa County, CA",6013,6.6
WYCONV9URN,"Converse County, WY",56009,6.1
ARCNURN,"Conway County, AR",5029,4.2
MNCOOK1URN,"Cook County, MN",27031,6.9
ILCOOK1URN,"Cook County, IL",17031,8.7
GACOOK5URN,"Cook County, GA",13075,3.7
TXCOOK7URN,"Cooke County, TX",48097,5.4
MOCOOP3URN,"Cooper County, MO",29053,2.9
NHCOOS7URN,"Coos County, NH",33007,3.8
ORCOOS1URN,"Coos County, OR",41011,7.4
ALCOOS7URN,"Coosa County, AL",1037,2.7
MSCOPI9URN,"Copiah County, MS",28029,6.7
SDCORS1URN,"Corson County, SD",46031,3.3
NYCORT3URN,"Cortland County, NY",36023,5.8
TXCORY0URN,"Coryell County, TX",48099,5.8
OHCOSH1URN,"Coshocton County, OH",39031,5.6
COCOST3URN,"Costilla County, CO",8023,7.2
TXCOTT1URN,"Cottle County, TX",48101,4.6
OKCOTT3URN,"Cotton County, OK",40033,5.2
MNCOTT3URN,"Cottonwood County, MN",27033,3.6
ALCOVI9URN,"Covington County, AL",1039,2.5
MSCOVI1URN,"Covington County, MS",28031,5.3
VACOVI0URN,"Covington City, VA",51580,5.6
GACOWE7URN,"Coweta County, GA",13077,3.3
KSCOWL5URN,"Cowley County, KS",20035,3.9
WACOWL5URN,"Cowlitz County, WA",53015,7.3
OKCRAI5URN,"Craig County, OK",40035,3.8
VACRAI5URN,"Craig County, VA",51045,3.4
ARCIURN,"Craighead County, AR",5031,3.3
TXCRAN3URN,"Crane County, TX",48103,11.4
NCCRAV5URN,"Craven County, NC",37049,4.2
WICRAW3URN,"Crawford County, WI",55023,5
GACRAW9URN,"Crawford County, GA",13079,3.3
ARCWURN,"Crawford County, AR",5033,3.6
MOCWURN,"Crawford County, MO",29055,4.2
INCRURN,"Crawford County, IN",18025,4.1
ILCWURN,"Crawford County, IL",17033,5.2
IACRAW7URN,"Crawford County, IA",19047,4.5
MICRAW9URN,"Crawford County, MI",26039,6.3
KSCRAW7URN,"Crawford County, KS",20037,3.2
OHCRAW0URN,"Crawford County, OH",39033,6
PACRAW0URN,"Crawford County, PA",42039,6.2
OKCREE5URN,"Creek County, OK",40037,4.5
ALCREN1URN,"Crenshaw County, AL",1041,2.7
GACRIS1URN,"Crisp County, GA",13081,6
KYCEURN,"Crittenden County, KY",21055,3.5
ARCTURN,"Crittenden County, AR",5035,5.6
TXCROC5URN,"Crockett County, TX",48105,7.5
TNCCURN,"Crockett County, TN",47033,3.9
WYCROO1URN,"Crook County, WY",56011,4
ORCROO3URN,"Crook County, OR",41013,7.6
TXCROS7URN,"Crosby County, TX",48107,5.4
ARCSURN,"Cross County, AR",5037,4.8
MNCROW5URN,"Crow Wing County, MN",27035,5
COCROW5URN,"Crowley County, CO",8025,5.8
TXCULB9URN,"Culberson County, TX",48109,4.5
ALCULL0URN,"Cullman County, AL",1043,2.1
VACULP7URN,"Culpeper County, VA",51047,3.1
NCCUMB2URN,"Cumberland County, NC",37051,6.2
NJCUMB2URN,"Cumberland County, NJ",34011,8.4
TNCUMB5URN,"Cumberland County, TN",47035,4.7
VACUMB9URN,"Cumberland County, VA",51049,4.5
ILCUMB5URN,"Cumberland County, IL",17035,4.1
MECUMB5URN,"Cumberland County, ME",23005,4.5
KYCUURN,"Cumberland County, KY",21057,2.8
PACUMB0URN,"Cumberland County, PA",42041,4.3
NECUMI9URN,"Cuming County, NE",31039,1.5
NCCURR3URN,"Currituck County, NC",37053,3.8
NMCURR9URN,"Curry County, NM",35009,5.3
ORCURR5URN,"Curry County, OR",41015,8.2
SDCUST3URN,"Custer County, SD",46033,3.6
OKCUST9URN,"Custer County, OK",40039,3.8
MTCUST7URN,"Custer County, MT",30017,3.2
NECUST1URN,"Custer County, NE",31041,1.5
COCUST7URN,"Custer County, CO",8027,4.4
IDCUST7URN,"Custer County, ID",16037,4.3
OHCUYA5URN,"Cuyahoga County, OH",39035,5.1
GADADE3URN,"Dade County, GA",13083,2.3
MODAURN,"Dade County, MO",29057,2.8
UTDAGG9URN,"Daggett County, UT",49009,3.1
MNDAKO5URN,"Dakota County, MN",27037,3.8
NEDAKO3URN,"Dakota County, NE",31043,2.8
ALDALE5URN,"Dale County, AL",1045,2.6
TXDALL1URN,"Dallam County, TX",48111,2.6
TXDALL3URN,"Dallas County, TX",48113,6.2
IADALL9URN,"Dallas County, IA",19049,2.5
ALDALL0URN,"Dallas County, AL",1047,6.1
MODLURN,"Dallas County, MO",29059,3.8
ARDAURN,"Dallas County, AR",5039,3.7
WIDANE5URN,"Dane County, WI",55025,3.2
MTDANI9URN,"Daniels County, MT",30019,1.8
VADANV0URN,"Danville City, VA",51590,6.6
NCDARE5URN,"Dare County, NC",37055,5.8
OHDARK0URN,"Darke County, OH",39037,3.5
SCDARL5URN,"Darlington County, SC",45031,4.9
PADAUP3URN,"Dauphin County, PA",42043,6.2
TNDAVI5URN,"Davidson County, TN",47037,4.6
NCDAVI4URN,"Davidson County, NC",37057,4.2
NCDAVI9URN,"Davie County, NC",37059,4.6
INDAURN,"Daviess County, IN",18027,2.5
MODAVI1URN,"Daviess County, MO",29061,3.3
KYDAURN,"Daviess County, KY",21059,3.6
UTDAVI0URN,"Davis County, UT",49011,2.5
IADAVI1URN,"Davis County, IA",19051,2.8
SDDAVI5URN,"Davison County, SD",46035,2.7
NEDAWE5URN,"Dawes County, NE",31045,1.8
NEDAWS7URN,"Dawson County, NE",31047,1.9
GADAWS5URN,"Dawson County, GA",13085,2.5
TXDAWS5URN,"Dawson County, TX",48115,7.7
MTDAWS1URN,"Dawson County, MT",30021,3.4
SDDAYC7URN,"Day County, SD",46037,4.3
NMDEBA1URN,"De Baca County, NM",35011,5
LADESO1URN,"De Soto Parish, LA",22031,5.6
ILDEWI9URN,"De Witt County, IL",17039,5.1
TNDEKA1URN,"DeKalb County, TN",47041,4.8
GADEKA9URN,"DeKalb County, GA",13089,4.6
INDEKA3URN,"DeKalb County, IN",18033,3
ALDEKA7URN,"DeKalb County, AL",1049,2
MODEKA3URN,"DeKalb County, MO",29063,2.9
ILDEKA5URN,"DeKalb County, IL",17037,6.1
MSDEURN,"DeSoto County, MS",28033,4.6
FLDESO7URN,"DeSoto County, FL",12027,4.3
TXDEWI3URN,"DeWitt County, TX",48123,5.8
TXDEAF7URN,"Deaf Smith County, TX",48117,3.8
INDEAR9URN,"Dearborn County, IN",18029,3.5
GADECA7URN,"Decatur County, GA",13087,3.4
INDECA1URN,"Decatur County, IN",18031,3
TNDEURN,"Decatur County, TN",47039,5.3
KSDECA9URN,"Decatur County, KS",20039,2.8
IADECA3URN,"Decatur County, IA",19053,2.8
MTDEER3URN,"Deer Lodge County, MT",30023,3.3
OHDEFI9URN,"Defiance County, OH",39039,4.4
CADELN5URN,"Del Norte County, CA",6015,8.1
OHDELA5URN,"Delaware County, OH",39041,3.3
NYDELA5URN,"Delaware County, NY",36025,5.3
IADELA5URN,"Delaware County, IA",19055,2.8
PADELA0URN,"Delaware County, PA",42045,6.1
INDELA5URN,"Delaware County, IN",18035,4.5
OKDELA1URN,"Delaware County, OK",40041,3.5
MIDELT1URN,"Delta County, MI",26041,5.6
TXDELT9URN,"Delta County, TX",48119,4.8
CODELT9URN,"Delta County, CO",8029,5.9
AKDENA8URN,"Denali Borough, AK",2068,17.4
MODNURN,"Dent County, MO",29065,3.6
TXDENT2URN,"Denton County, TX",48121,4.9
CODENV5URN,"Denver County, CO",8031,7
IADESM7URN,"Des Moines County, IA",19057,5.7
ORDESC7URN,"Deschutes County, OR",41017,6.3
ARDEURN,"Desha County, AR",5041,6.1
SDDEUE9URN,"Deuel County, SD",46039,3.9
NEDEUE9URN,"Deuel County, NE",31049,1.9
OKDEWE3URN,"Dewey County, OK",40043,3
SDDEWE1URN,"Dewey County, SD",46041,4.3
TXDICK5URN,"Dickens County, TX",48125,6.1
VADICK1URN,"Dickenson County, VA",51051,5.3
NDDICK1URN,"Dickey County, ND",38021,2.7
IADICK9URN,"Dickinson County, IA",19059,3.8
MIDICK3URN,"Dickinson County, MI",26043,4.7
KSDICK1URN,"Dickinson County, KS",20041,3.1
TNDICK3URN,"Dickson County, TN",47043,3.5
AKDILL0URN,"Dillingham CA, AK",2070,9.5
SCDILL3URN,"Dillon County, SC",45033,6.1
TXDIMM7URN,"Dimmit County, TX",48127,6.2
VADINW3URN,"Dinwiddie County, VA",51053,4.6
DCURN,"District of Columbia, DC",11001,6.6
NDDIVI3URN,"Divide County, ND",38023,2.8
FLDIXI9URN,"Dixie County, FL",12029,4.7
NEDIXO1URN,"Dixon County, NE",31051,2
WVDODD7URN,"Doddridge County, WV",54017,4.5
NEDODG3URN,"Dodge County, NE",31053,2.2
WIDODG5URN,"Dodge County, WI",55027,3.5
GADODG1URN,"Dodge County, GA",13091,3.6
MNDODG9URN,"Dodge County, MN",27039,3.3
CODOLO3URN,"Dolores County, CO",8033,6.1
KSDONI3URN,"Doniphan County, KS",20043,2.7
TXDONL9URN,"Donley County, TX",48129,4.3
GADOOL3URN,"Dooly County, GA",13093,5.2
WIDOOR9URN,"Door County, WI",55029,6
SCDORC7URN,"Dorchester County, SC",45035,4
MDDORC9URN,"Dorchester County, MD",24019,5.7
GADOUG5URN,"Dougherty County, GA",13095,6
ILDOUG1URN,"Douglas County, IL",17041,3.7
ORDOUG5URN,"Douglas County, OR",41019,6.8
MNDOUG1URN,"Douglas County, MN",27041,3.3
WIDOUG1URN,"Douglas County, WI",55031,5.4
SDDOUG3URN,"Douglas County, SD",46043,2.3
KSDOUG5URN,"Douglas County, KS",20045,3.2
GADOUG0URN,"Douglas County, GA",13097,4.4
NEDOUG5URN,"Douglas County, NE",31055,3
WADOUG7URN,"Douglas County, WA",53017,6.2
MODOURN,"Douglas County, MO",29067,3.6
CODOUG5URN,"Douglas County, CO",8035,5
NVDOUG5URN,"Douglas County, NV",32005,5
NMDONA5URN,"Dona Ana County, NM",35013,7.7
ARDRURN,"Drew County, AR",5043,5.4
ILDUPA0URN,"DuPage County, IL",17043,5.5
INDUURN,"Dubois County, IN",18037,2.8
IADUBU1URN,"Dubuque County, IA",19061,4
UTDUCH3URN,"Duchesne County, UT",49013,5.1
MADUKE7URN,"Dukes County, MA",25007,8
NEDUND7URN,"Dundy County, NE",31057,1.5
MODUURN,"Dunklin County, MO",29069,5.4
WIDUNN3URN,"Dunn County, WI",55033,3.9
NDDUNN5URN,"Dunn County, ND",38025,4.4
NCDUPL1URN,"Duplin County, NC",37061,3.8
NCDURH8URN,"Durham County, NC",37063,3.7
NYDUTC7URN,"Dutchess County, NY",36027,5.1
FLDUVA0URN,"Duval County, FL",12031,4.8
TXDUVA1URN,"Duval County, TX",48131,11.4
TNDYURN,"Dyer County, TN",47045,4.7
COEAGL7URN,"Eagle County, CO",8037,6.7
GAEARL9URN,"Early County, GA",13099,4.6
LAEAST5URN,"East Baton Rouge Parish, LA",22033,6.3
LAEAST3URN,"East Carroll Parish, LA",22035,10.5
LAEAST7URN,"East Feliciana Parish, LA",22037,5.3
TXEAST3URN,"Eastland County, TX",48133,6.6
MIEATO5URN,"Eaton County, MI",26045,5.8
WIEAUC5URN,"Eau Claire County, WI",55035,3.5
GAECHO1URN,"Echols County, GA",13101,2.5
TXECTO5URN,"Ector County, TX",48135,9.9
NDEDDY7URN,"Eddy County, ND",38027,4.3
NMEDDY5URN,"Eddy County, NM",35015,6.9
ILEDGA5URN,"Edgar County, IL",17045,4.2
NCEDGE5URN,"Edgecombe County, NC",37065,7.4
SCEDGE7URN,"Edgefield County, SC",45037,3.5
KYEDURN,"Edmonson County, KY",21061,3.8
SDEDMU5URN,"Edmunds County, SD",46045,2.5
KSEDWA7URN,"Edwards County, KS",20047,2.1
TXEDWA7URN,"Edwards County, TX",48137,4.2
ILEWURN,"Edwards County, IL",17047,4.8
GAEFFI3URN,"Effingham County, GA",13103,2.8
ILEFURN,"Effingham County, IL",17049,4
CAELDO5URN,"El Dorado County, CA",6017,6
COELPA0URN,"El Paso County, CO",8041,6.5
TXELPA0URN,"El Paso County, TX",48141,6.9
GAELBE5URN,"Elbert County, GA",13105,4.7
COELBE9URN,"Elbert County, CO",8039,4.3
KSELKC9URN,"Elk County, KS",20049,3.5
PAELKC7URN,"Elk County, PA",42047,6.6
INELKH0URN,"Elkhart County, IN",18039,3
NVELKO7URN,"Elko County, NV",32007,3.7
KYELLI3URN,"Elliott County, KY",21063,5.8
TXELLI0URN,"Ellis County, TX",48139,4.9
KSELLI1URN,"Ellis County, KS",20051,1.9
OKELLI5URN,"Ellis County, OK",40045,3
KSELLS3URN,"Ellsworth County, KS",20053,2.2
IDELMO9URN,"Elmore County, ID",16039,3.3
ALELMO1URN,"Elmore County, AL",1051,2.4
GAEMAN7URN,"Emanuel County, GA",13107,5
UTEMER5URN,"Emery County, UT",49015,4
MIEMME7URN,"Emmet County, MI",26047,6.4
IAEMME3URN,"Emmet County, IA",19063,3.5
NDEMMO9URN,"Emmons County, ND",38029,4.5
VAEMPO5URN,"Emporia City, VA",51595,8.3
TXERAT3URN,"Erath County, TX",48143,4.9
NYERIE9URN,"Erie County, NY",36029,6.2
PAERIE9URN,"Erie County, PA",42049,7.4
OHERIE5URN,"Erie County, OH",39043,6.9
FLESCA0URN,"Escambia County, FL",12033,4.9
ALESCA3URN,"Escambia County, AL",1053,3.6
NVESME9URN,"Esmeralda County, NV",32009,3.6
VAESSE7URN,"Essex County, VA",51057,5
NJESSE3URN,"Essex County, NJ",34013,9.1
NYESSE1URN,"Essex County, NY",36031,6.1
VTESSE9URN,"Essex County, VT",50009,5
MAESSE9URN,"Essex County, MA",25009,6.7
KYESTI5URN,"Estill County, KY",21065,4.1
ALETOW1URN,"Etowah County, AL",1055,3.4
NVEURE1URN,"Eureka County, NV",32011,2.4
LAEVAN9URN,"Evangeline Parish, LA",22039,5.9
GAEVAN9URN,"Evans County, GA",13109,3.4
AKFAIR0URN,"Fairbanks North Star Borough, AK",2090,5.8
VAFAIR5URN,"Fairfax County, VA",51059,3.5
VAFAIR0URN,"Fairfax City, VA",51600,3.3
OHFAIR0URN,"Fairfield County, OH",39045,4.1
SCFAIR9URN,"Fairfield County, SC",45039,6.3
CTFAIR1URN,"Fairfield County, CT",9001,7.3
SDFALL7URN,"Fall River County, SD",46047,3.5
MTFALL5URN,"Fallon County, MT",30025,2.8
TXFALL5URN,"Falls County, TX",48145,5.4
VAFALL0URN,"Falls Church City, VA",51610,2.5
GAFANN1URN,"Fannin County, GA",13111,2.7
TXFANN7URN,"Fannin County, TX",48147,4.3
MNFARI3URN,"Faribault County, MN",27043,4.7
SDFAUL9URN,"Faulk County, SD",46049,2.4
ARFAURN,"Faulkner County, AR",5045,3.5
VAFAUQ1URN,"Fauquier County, VA",51061,2.8
ALFAYE7URN,"Fayette County, AL",1057,2.5
ILFAURN,"Fayette County, IL",17051,5.2
OHFAYE7URN,"Fayette County, OH",39047,4.3
GAFAYE3URN,"Fayette County, GA",13113,2.7
IAFAYE5URN,"Fayette County, IA",19065,4
KYFAYE5URN,"Fayette County, KY",21067,3.2
INFAYE1URN,"Fayette County, IN",18041,5
PAFAYE0URN,"Fayette County, PA",42051,8.4
TXFAYE9URN,"Fayette County, TX",48149,4.8
WVFAYE5URN,"Fayette County, WV",54019,6.9
TNFAURN,"Fayette County, TN",47047,4.2
TNFENT9URN,"Fentress County, TN",47049,3.9
MTFERG7URN,"Fergus County, MT",30027,3.5
WAFERR9URN,"Ferry County, WA",53019,9.8
NEFILL9URN,"Fillmore County, NE",31059,1.7
MNFILL5URN,"Fillmore County, MN",27045,3.2
KSFINN5URN,"Finney County, KS",20055,2
TXFISH1URN,"Fisher County, TX",48151,4.6
FLFLAG5URN,"Flagler County, FL",12035,5.3
MTFLAT0URN,"Flathead County, MT",30029,4.7
KYFLEM9URN,"Fleming County, KY",21069,3.8
SCFLOR0URN,"Florence County, SC",45041,4.5
WIFLOR7URN,"Florence County, WI",55037,5.8
IAFLOY7URN,"Floyd County, IA",19067,4.1
VAFLOY3URN,"Floyd County, VA",51063,3.3
TXFLOY3URN,"Floyd County, TX",48153,5.9
GAFLOY0URN,"Floyd County, GA",13115,3.5
KYFLOY1URN,"Floyd County, KY",21071,5.6
INFLURN,"Floyd County, IN",18043,3.3
VAFLUV5URN,"Fluvanna County, VA",51065,3.3
TXFOAR5URN,"Foard County, TX",48155,3
WIFOND0URN,"Fond du Lac County, WI",55039,3.4
KSFORD7URN,"Ford County, KS",20057,2.1
ILFORD3URN,"Ford County, IL",17053,4.1
PAFORE3URN,"Forest County, PA",42053,7.7
WIFORE1URN,"Forest County, WI",55041,9.2
MSFORR0URN,"Forrest County, MS",28035,6
GAFORS7URN,"Forsyth County, GA",13117,2.3
NCFORS5URN,"Forsyth County, NC",37067,4.4
TXFORT5URN,"Fort Bend County, TX",48157,6.7
NDFOST1URN,"Foster County, ND",38031,2.6
INFOUN5URN,"Fountain County, IN",18045,3.2
VAFRAN7URN,"Franklin County, VA",51067,3.4
MOFRURN,"Franklin County, MO",29071,3.5
LAFRAN1URN,"Franklin Parish, LA",22041,6.2
TNFRAN1URN,"Franklin County, TN",47051,3.9
WAFRAN1URN,"Franklin County, WA",53021,7.4
VAFRAN0URN,"Franklin City, VA",51620,7.1
NEFRAN1URN,"Franklin County, NE",31061,2.2
MEFRAN7URN,"Franklin County, ME",23007,6
TXFRAN9URN,"Franklin County, TX",48159,5.1
MAFRAN1URN,"Franklin County, MA",25011,5.1
MSFRAN7URN,"Franklin County, MS",28037,6.8
ALFRAN9URN,"Franklin County, AL",1059,2.1
KYFRURN,"Franklin County, KY",21073,3.8
ARFRURN,"Franklin County, AR",5047,3.7
VTFRAN1URN,"Franklin County, VT",50011,2.9
OHFRAN0URN,"Franklin County, OH",39049,4.9
IAFRAN9URN,"Franklin County, IA",19069,3.4
GAFRAN9URN,"Franklin County, GA",13119,3.8
INFRAN7URN,"Franklin County, IN",18047,3.1
NCFRAN9URN,"Franklin County, NC",37069,4.2
ILFRURN,"Franklin County, IL",17055,6.8
FLFRAN7URN,"Franklin County, FL",12037,4.1
PAFRAN5URN,"Franklin County, PA",42055,5
IDFRAN1URN,"Franklin County, ID",16041,2.2
NYFRAN3URN,"Franklin County, NY",36033,5.6
KSFRAN9URN,"Franklin County, KS",20059,3.2
MDFRED5URN,"Frederick County, MD",24021,4.7
VAFRED9URN,"Frederick County, VA",51069,2.8
VAFRED0URN,"Fredericksburg City, VA",51630,4.8
MNFREE7URN,"Freeborn County, MN",27047,4.1
TXFREE1URN,"Freestone County, TX",48161,8
IAFREM1URN,"Fremont County, IA",19071,2.1
IDFREM3URN,"Fremont County, ID",16043,2.7
COFREM3URN,"Fremont County, CO",8043,7.2
WYFREM3URN,"Fremont County, WY",56013,5.9
CAFRES9URN,"Fresno County, CA",6019,9.6
TXFRIO3URN,"Frio County, TX",48163,5.4
NEFRON3URN,"Frontier County, NE",31063,1.5
KYFUURN,"Fulton County, KY",21075,4.3
NYFULT0URN,"Fulton County, NY",36035,6.7
PAFULT7URN,"Fulton County, PA",42057,5.6
INFULT9URN,"Fulton County, IN",18049,4
ILFULT7URN,"Fulton County, IL",17057,5.9
GAFULT1URN,"Fulton County, GA",13121,4.6
ARFUURN,"Fulton County, AR",5049,3.5
OHFULT1URN,"Fulton County, OH",39051,4.7
NEFURN5URN,"Furnas County, NE",31065,1.5
FLGADS9URN,"Gadsden County, FL",12039,5.6
NEGAGE7URN,"Gage County, NE",31067,2.2
TXGAIN5URN,"Gaines County, TX",48165,5.3
VAGALA0URN,"Galax City, VA",51640,4.3
ILGAURN,"Gallatin County, IL",17059,6.3
KYGAURN,"Gallatin County, KY",21077,3.4
MTGALL1URN,"Gallatin County, MT",30031,3
OHGALL3URN,"Gallia County, OH",39053,5.2
TXGALV7URN,"Galveston County, TX",48167,7.3
NEGARD9URN,"Garden County, NE",31069,2.4
NEGARF1URN,"Garfield County, NE",31071,1.6
UTGARF7URN,"Garfield County, UT",49017,5.6
MTGARF3URN,"Garfield County, MT",30033,2.5
OKGARF7URN,"Garfield County, OK",40047,3.7
WAGARF3URN,"Garfield County, WA",53023,6.5
COGARF5URN,"Garfield County, CO",8045,5.6
ARGAURN,"Garland County, AR",5051,5.2
KYGARR9URN,"Garrard County, KY",21079,3.4
MDGARR3URN,"Garrett County, MD",24023,5
OKGARV9URN,"Garvin County, OK",40049,4.3
TXGARZ9URN,"Garza County, TX",48169,5.5
MOGAURN,"Gasconade County, MO",29073,3.2
NCGAST0URN,"Gaston County, NC",37071,4.8
NCGATE3URN,"Gates County, NC",37073,4.1
KSGEAR1URN,"Geary County, KS",20061,4.5
OHGEAU5URN,"Geauga County, OH",39055,2.8
IDGEMC5URN,"Gem County, ID",16045,4.4
NYGENE5URN,"Genesee County, NY",36037,5
MIGENE9URN,"Genesee County, MI",26049,6.8
ALGENE1URN,"Geneva County, AL",1061,2.4
MOGENT5URN,"Gentry County, MO",29075,1.9
MSGEOR9URN,"George County, MS",28039,6.6
SCGEOR3URN,"Georgetown County, SC",45043,5.4
TNGIURN,"Gibson County, TN",47053,4.5
INGIURN,"Gibson County, IN",18051,3
AZGILA7URN,"Gila County, AZ",4007,6.6
FLGILC1URN,"Gilchrist County, FL",12041,3.9
VAGILE1URN,"Giles County, VA",51071,3.3
TNGILE5URN,"Giles County, TN",47055,5
TXGILL1URN,"Gillespie County, TX",48171,3.7
ORGILL1URN,"Gilliam County, OR",41021,6.1
WVGILM1URN,"Gilmer County, WV",54021,7.4
GAGILM3URN,"Gilmer County, GA",13123,2.8
COGILP7URN,"Gilpin County, CO",8047,7.6
MTGLAC5URN,"Glacier County, MT",30035,8.6
FLGLAD3URN,"Glades County, FL",12043,3.9
MIGLAD1URN,"Gladwin County, MI",26051,6.6
GAGLAS5URN,"Glascock County, GA",13125,2.1
TXGLAS3URN,"Glasscock County, TX",48173,3
CAGLEN1URN,"Glenn County, CA",6021,6.9
VAGLOU3URN,"Gloucester County, VA",51073,3.3
NJGLOU5URN,"Gloucester County, NJ",34015,6.7
GAGLYN5URN,"Glynn County, GA",13127,3.7
MIGOGE3URN,"Gogebic County, MI",26053,5.5
MTGOLD7URN,"Golden Valley County, MT",30037,3.8
NDGOLD3URN,"Golden Valley County, ND",38033,3.3
TXGOLI5URN,"Goliad County, TX",48175,7.4
TXGONZ7URN,"Gonzales County, TX",48177,4.6
VAGOOC5URN,"Goochland County, VA",51075,2.9
MNGOOD9URN,"Goodhue County, MN",27049,3.8
IDGOOD7URN,"Gooding County, ID",16047,2.8
GAGORD9URN,"Gordon County, GA",13129,3
WYGOSH5URN,"Goshen County, WY",56015,4.2
NEGOSP3URN,"Gosper County, NE",31073,1.7
KSGOVE3URN,"Gove County, KS",20063,1.9
GAGRAD1URN,"Grady County, GA",13131,3
OKGRAD1URN,"Grady County, OK",40051,3.8
NHGRAF0URN,"Grafton County, NH",33009,2.7
KSGRAH5URN,"Graham County, KS",20065,2.6
AZGRAH9URN,"Graham County, AZ",4009,5.2
NCGRAH5URN,"Graham County, NC",37075,6.1
TNGRAI7URN,"Grainger County, TN",47057,4.1
COGRAN9URN,"Grand County, CO",8049,6.6
UTGRAN9URN,"Grand County, UT",49019,3.6
NDGRAN5URN,"Grand Forks County, ND",38035,3.6
