Series_ID,Region_Name,Region_Code,2021_April
OHLAWR5URN,"Lawrence County, OH",39087,4.3
ALLAWR9URN,"Lawrence County, AL",1079,2.5
MOLWURN,"Lawrence County, MO",29109,3.6
KYLAWR7URN,"Lawrence County, KY",21127,5.3
OKLEFL9URN,"Le Flore County, OK",40079,6.5
MNLESU9URN,"Le Sueur County, MN",27079,5
NMLEAC0URN,"Lea County, NM",35025,10.8
MSLEAK9URN,"Leake County, MS",28079,5.6
KSLEAV0URN,"Leavenworth County, KS",20103,3.3
PALEBA5URN,"Lebanon County, PA",42075,5.4
NCLEEC5URN,"Lee County, NC",37105,4.8
GALEEC7URN,"Lee County, GA",13177,2.9
KYLEEC9URN,"Lee County, KY",21129,4.2
ILLEEC3URN,"Lee County, IL",17103,4.6
IALEEC1URN,"Lee County, IA",19111,5.2
ALLEEC5URN,"Lee County, AL",1081,2.3
MSLCURN,"Lee County, MS",28081,4.9
FLLEEC7URN,"Lee County, FL",12071,4.6
SCLEEC1URN,"Lee County, SC",45061,6
TXLEEC7URN,"Lee County, TX",48287,4.4
VALEEC5URN,"Lee County, VA",51105,3.9
ARLEURN,"Lee County, AR",5077,5.9
MILEEL9URN,"Leelanau County, MI",26089,4.9
MSLFURN,"Leflore County, MS",28083,8.7
PALEHI7URN,"Lehigh County, PA",42077,6.8
IDLEMH9URN,"Lemhi County, ID",16059,5.5
MILENA5URN,"Lenawee County, MI",26091,5.1
NCLENO0URN,"Lenoir County, NC",37107,4.3
FLLEON3URN,"Leon County, FL",12073,4.6
TXLEON9URN,"Leon County, TX",48289,7.7
KYLESL1URN,"Leslie County, KY",21131,6.3
KYLETC3URN,"Letcher County, KY",21133,6.1
FLLEVY5URN,"Levy County, FL",12075,4.9
WALEWI5URN,"Lewis County, WA",53041,7
TNLEWI1URN,"Lewis County, TN",47101,7.2
MOLEURN,"Lewis County, MO",29111,2.8
KYLEWI5URN,"Lewis County, KY",21135,6.3
IDLEWI1URN,"Lewis County, ID",16061,6
WVLEWI1URN,"Lewis County, WV",54041,8.1
NYLEWI9URN,"Lewis County, NY",36049,6.1
MTLEWI9URN,"Lewis and Clark County, MT",30049,3.2
SCLEXI0URN,"Lexington County, SC",45063,3.3
VALEXI8URN,"Lexington City, VA",51678,4.7
TXLIBE1URN,"Liberty County, TX",48291,10.4
GALIBE9URN,"Liberty County, GA",13179,3.7
MTLIBE1URN,"Liberty County, MT",30051,2.6
FLLIBE7URN,"Liberty County, FL",12077,4.8
OHLICK0URN,"Licking County, OH",39089,3.8
TXLIME3URN,"Limestone County, TX",48293,6.8
ALLIME3URN,"Limestone County, AL",1083,2
NELINC1URN,"Lincoln County, NE",31111,2
NMLINC7URN,"Lincoln County, NM",35027,8.2
WVLINC3URN,"Lincoln County, WV",54043,6.9
WYLINC3URN,"Lincoln County, WY",56023,4.9
NCLINC9URN,"Lincoln County, NC",37109,3.7
WALINC3URN,"Lincoln County, WA",53043,5.5
MSLINC5URN,"Lincoln County, MS",28085,5.3
KSLINC5URN,"Lincoln County, KS",20105,2.1
MOLIURN,"Lincoln County, MO",29113,3.6
MNLINC1URN,"Lincoln County, MN",27081,4.7
NVLINC7URN,"Lincoln County, NV",32017,3.8
TNLINC3URN,"Lincoln County, TN",47103,4.3
IDLINC3URN,"Lincoln County, ID",16063,3.9
COLINC3URN,"Lincoln County, CO",8073,4.8
OKLINC1URN,"Lincoln County, OK",40081,3.7
MELINC5URN,"Lincoln County, ME",23015,5.1
LALINC1URN,"Lincoln Parish, LA",22061,5
SDLINC3URN,"Lincoln County, SD",46083,2.4
ARLIURN,"Lincoln County, AR",5079,4.6
KYLINC7URN,"Lincoln County, KY",21137,4.2
GALINC1URN,"Lincoln County, GA",13181,3.6
MTLINC3URN,"Lincoln County, MT",30053,7.2
ORLINC1URN,"Lincoln County, OR",41041,8.3
WILINC9URN,"Lincoln County, WI",55069,4.2
KSLINN7URN,"Linn County, KS",20107,3.9
IALINN0URN,"Linn County, IA",19113,4.7
MOLINN5URN,"Linn County, MO",29115,5.9
ORLINN3URN,"Linn County, OR",41043,6.6
TXLIPS5URN,"Lipscomb County, TX",48295,3.8
CTLITC5URN,"Litchfield County, CT",9005,6.9
ARLTURN,"Little River County, AR",5081,4.5
TXLIVE7URN,"Live Oak County, TX",48297,7.5
KYLVURN,"Livingston County, KY",21139,4.8
ILLIVI5URN,"Livingston County, IL",17105,4.9
MILIVI3URN,"Livingston County, MI",26093,2.4
MOLIVI7URN,"Livingston County, MO",29117,2.6
NYLIVI0URN,"Livingston County, NY",36051,4.9
LALIVI7URN,"Livingston Parish, LA",22063,4.4
TXLLAN9URN,"Llano County, TX",48299,5.3
KYLOURN,"Logan County, KY",21141,3
NELOGA3URN,"Logan County, NE",31113,1.5
COLOGA5URN,"Logan County, CO",8075,4.7
OKLOGA3URN,"Logan County, OK",40083,3.4
ILLOGA7URN,"Logan County, IL",17107,4.8
KSLOGA9URN,"Logan County, KS",20109,1.6
NDLOGA7URN,"Logan County, ND",38047,3.2
WVLOGA0URN,"Logan County, WV",54045,8
ARLOURN,"Logan County, AR",5083,4.2
OHLOGA1URN,"Logan County, OH",39091,3.8
GALONG3URN,"Long County, GA",13183,2.7
ARLNURN,"Lonoke County, AR",5085,3.4
OHLORA3URN,"Lorain County, OH",39093,4.5
NMLOSA8URN,"Los Alamos County, NM",35028,3
CALOSA7URN,"Los Angeles County, CA",6037,11
TNLOUD5URN,"Loudon County, TN",47105,3.7
VALOUD5URN,"Loudoun County, VA",51107,3.1
IALOUI5URN,"Louisa County, IA",19115,3.5
VALOUI9URN,"Louisa County, VA",51109,3.1
NELOUP5URN,"Loup County, NE",31115,1.5
OKLOVE5URN,"Love County, OK",40085,2.3
TXLOVI1URN,"Loving County, TX",48301,1.3
GALOWN5URN,"Lowndes County, GA",13185,3.9
ALLOWN5URN,"Lowndes County, AL",1085,8.1
MSLOURN,"Lowndes County, MS",28087,6.2
TXLUBB3URN,"Lubbock County, TX",48303,4.9
IALUCA7URN,"Lucas County, IA",19117,2.5
OHLUCA5URN,"Lucas County, OH",39095,6.2
MILUCE5URN,"Luce County, MI",26095,8.5
GALUMP7URN,"Lumpkin County, GA",13187,2.6
NMLUNA9URN,"Luna County, NM",35029,18
VALUNE1URN,"Lunenburg County, VA",51111,3.6
PALUZE0URN,"Luzerne County, PA",42079,7.9
PALYCO5URN,"Lycoming County, PA",42081,6.3
SDLYMA5URN,"Lyman County, SD",46085,3.9
VALYNC5URN,"Lynchburg City, VA",51680,5.1
TXLYNN5URN,"Lynn County, TX",48305,4.4
KSLYON1URN,"Lyon County, KS",20111,2.9
NVLYON9URN,"Lyon County, NV",32019,5.8
MNLYON3URN,"Lyon County, MN",27083,3.3
IALYON9URN,"Lyon County, IA",19119,1.9
KYLYURN,"Lyon County, KY",21143,3.2
MIMACK7URN,"Mackinac County, MI",26097,14.1
MIMACO9URN,"Macomb County, MI",26099,3.4
MOMAURN,"Macon County, MO",29121,2.9
ALMACO7URN,"Macon County, AL",1087,5
TNMACO1URN,"Macon County, TN",47111,3.9
NCMACO3URN,"Macon County, NC",37113,3.7
GAMACO3URN,"Macon County, GA",13193,4.6
ILMACO2URN,"Macon County, IL",17115,7.9
ILMOURN,"Macoupin County, IL",17117,4.6
CAMADE0URN,"Madera County, CA",6039,9.5
INMADI5URN,"Madison County, IN",18095,4.9
GAMADI5URN,"Madison County, GA",13195,2.9
VAMADI3URN,"Madison County, VA",51113,2.3
MSMADI9URN,"Madison County, MS",28089,4.5
ARMAURN,"Madison County, AR",5087,3
NCMADI5URN,"Madison County, NC",37115,3.8
FLMADI9URN,"Madison County, FL",12079,5.6
ALMADI9URN,"Madison County, AL",1089,2.3
OHMADI7URN,"Madison County, OH",39097,3.5
TNMDURN,"Madison County, TN",47113,4.8
NYMADI5URN,"Madison County, NY",36053,5.1
TXMADI3URN,"Madison County, TX",48313,7
NEMADI9URN,"Madison County, NE",31119,2.4
LAMADI5URN,"Madison Parish, LA",22065,6.7
KYMADI0URN,"Madison County, KY",21151,3.4
IDMADI5URN,"Madison County, ID",16065,1.9
MTMADI7URN,"Madison County, MT",30057,3.8
MOMDURN,"Madison County, MO",29123,4
IAMADI1URN,"Madison County, IA",19121,3.7
ILMDURN,"Madison County, IL",17119,5.1
KYMAGO3URN,"Magoffin County, KY",21153,10.3
IAMAHA3URN,"Mahaska County, IA",19123,3.4
MNMAHN7URN,"Mahnomen County, MN",27087,7.6
OHMAHO9URN,"Mahoning County, OH",39099,6.8
OKMAJO3URN,"Major County, OK",40093,3.2
ORMALH5URN,"Malheur County, OR",41045,4.6
VAMANA3URN,"Manassas City, VA",51683,3.9
VAMANA5URN,"Manassas Park City, VA",51685,4.1
FLMANA1URN,"Manatee County, FL",12081,4.3
MIMANI1URN,"Manistee County, MI",26101,6.6
WIMANI5URN,"Manitowoc County, WI",55071,3.7
WIMARA0URN,"Marathon County, WI",55073,3.3
ALMARE1URN,"Marengo County, AL",1091,3.6
AZMARI3URN,"Maricopa County, AZ",4013,6
MOMRURN,"Maries County, MO",29125,3.2
CAMARI5URN,"Marin County, CA",6041,4.6
WIMARI5URN,"Marinette County, WI",55075,4.9
OHMARI0URN,"Marion County, OH",39101,4.5
ARMRURN,"Marion County, AR",5089,4.6
SCMARI7URN,"Marion County, SC",45067,7
IAMARI5URN,"Marion County, IA",19125,2.7
MSMARI1URN,"Marion County, MS",28091,5.7
TXMARI5URN,"Marion County, TX",48315,7.7
ORMARI7URN,"Marion County, OR",41047,6
ALMARI3URN,"Marion County, AL",1093,2.5
MOMIURN,"Marion County, MO",29127,3.1
FLMARI7URN,"Marion County, FL",12083,5.4
ILMRURN,"Marion County, IL",17121,6.2
GAMARI7URN,"Marion County, GA",13197,3.5
WVMARI0URN,"Marion County, WV",54049,5.7
INMARI0URN,"Marion County, IN",18097,5.3
KSMARI5URN,"Marion County, KS",20115,2.5
TNMARI5URN,"Marion County, TN",47115,4.3
KYMIURN,"Marion County, KY",21155,3.6
CAMARI3URN,"Mariposa County, CA",6043,8.2
SCMARL9URN,"Marlboro County, SC",45069,7.9
MIMARQ5URN,"Marquette County, MI",26103,5
WIMARQ7URN,"Marquette County, WI",55077,4.9
INMARS9URN,"Marshall County, IN",18099,3
MNMARS9URN,"Marshall County, MN",27089,5.3
IAMARS7URN,"Marshall County, IA",19127,5.7
ALMARS0URN,"Marshall County, AL",1095,2
SDMARS1URN,"Marshall County, SD",46091,3.7
KSMARS7URN,"Marshall County, KS",20117,1.9
ILMARS3URN,"Marshall County, IL",17123,5.9
WVMARS1URN,"Marshall County, WV",54051,7
KYMSURN,"Marshall County, KY",21157,3.3
MSMSURN,"Marshall County, MS",28093,6
OKMARS5URN,"Marshall County, OK",40095,4
TNMARS7URN,"Marshall County, TN",47117,6.8
NCMART7URN,"Martin County, NC",37117,4.9
KYMART9URN,"Martin County, KY",21159,7.4
INMTURN,"Martin County, IN",18101,2.9
MNMART1URN,"Martin County, MN",27091,3.5
TXMART7URN,"Martin County, TX",48317,5.4
FLMART7URN,"Martin County, FL",12085,3.9
VAMART0URN,"Martinsville City, VA",51690,7.7
KYMASO1URN,"Mason County, KY",21161,4.2
TXMASO9URN,"Mason County, TX",48319,5
ILMASO5URN,"Mason County, IL",17125,5.5
WVMASO3URN,"Mason County, WV",54053,6
WAMASO5URN,"Mason County, WA",53045,7.8
MIMASO5URN,"Mason County, MI",26105,5.9
ILMUURN,"Massac County, IL",17127,5.9
TXMATA1URN,"Matagorda County, TX",48321,9.1
AKMATA0URN,"Matanuska-Susitna Borough, AK",2170,8
VAMATH5URN,"Mathews County, VA",51115,3
HIMAUI5URN,"Maui County, HI",15009,11.5
TNMAUR0URN,"Maury County, TN",47119,8
TXMAVE3URN,"Maverick County, TX",48323,15.5
OKMAYE7URN,"Mayes County, OK",40097,3.6
OKMCCL7URN,"McClain County, OK",40087,3.5
MTMCCO5URN,"McCone County, MT",30055,1.7
SDMCCO7URN,"McCook County, SD",46087,2.6
SCMCCO5URN,"McCormick County, SC",45065,5.3
KYMCURN,"McCracken County, KY",21145,4.2
KYMCCR7URN,"McCreary County, KY",21147,4.6
TXMCCU7URN,"McCulloch County, TX",48307,7
OKMCCU9URN,"McCurtain County, OK",40089,4.4
MOMCDO9URN,"McDonald County, MO",29119,3.1
ILMCDO9URN,"McDonough County, IL",17109,5
WVMCDO5URN,"McDowell County, WV",54047,8.7
NCMCDO1URN,"McDowell County, NC",37111,3.9
GAMCDU9URN,"McDuffie County, GA",13189,4.8
ILMCHE0URN,"McHenry County, IL",17111,5.7
NDMCHE9URN,"McHenry County, ND",38049,5.2
NDMCIN1URN,"McIntosh County, ND",38051,3.4
GAMCIN1URN,"McIntosh County, GA",13191,3.5
OKMCIN1URN,"McIntosh County, OK",40091,6.5
PAMCKE0URN,"McKean County, PA",42083,6.7
NDMCKE3URN,"McKenzie County, ND",38053,6.7
NMMCKI5URN,"McKinley County, NM",35031,10
KYMLURN,"McLean County, KY",21149,3.4
NDMCLE5URN,"McLean County, ND",38055,3.7
ILMCLE2URN,"McLean County, IL",17113,4.8
TXMCLE9URN,"McLennan County, TX",48309,5.1
MNMCLE5URN,"McLeod County, MN",27085,4.1
TNMCMI7URN,"McMinn County, TN",47107,4.7
TXMCMU1URN,"McMullen County, TX",48311,3
TNMNURN,"McNairy County, TN",47109,5.8
NEMCPH7URN,"McPherson County, NE",31117,1.8
KSMCPH3URN,"McPherson County, KS",20113,2.2
SDMCPH9URN,"McPherson County, SD",46089,4.1
KSMEAD9URN,"Meade County, KS",20119,2.3
KYMEURN,"Meade County, KY",21163,4.5
SDMEAD3URN,"Meade County, SD",46093,3
MTMEAG9URN,"Meagher County, MT",30059,3.3
NCMECK9URN,"Mecklenburg County, NC",37119,4.5
VAMECK7URN,"Mecklenburg County, VA",51117,4.8
MIMECO7URN,"Mecosta County, MI",26107,5.9
TXMEDI5URN,"Medina County, TX",48325,5.2
OHMEDI0URN,"Medina County, OH",39103,3.1
MNMEEK3URN,"Meeker County, MN",27093,4.3
OHMEIG5URN,"Meigs County, OH",39105,5.8
TNMEIG1URN,"Meigs County, TN",47121,5.3
SDMELL5URN,"Mellette County, SD",46095,3.8
ILMENA9URN,"Menard County, IL",17129,4.2
TXMENA7URN,"Menard County, TX",48327,4.7
CAMEND5URN,"Mendocino County, CA",6045,6.5
KYMENI5URN,"Menifee County, KY",21165,5.7
WIMENO8URN,"Menominee County, WI",55078,9.3
MIMENO9URN,"Menominee County, MI",26109,4.3
CAMERC0URN,"Merced County, CA",6047,10.9
PAMERC5URN,"Mercer County, PA",42085,6.8
OHMERC7URN,"Mercer County, OH",39107,2.6
NJMERC1URN,"Mercer County, NJ",34021,5.7
NDMERC7URN,"Mercer County, ND",38057,4.8
ILMERC1URN,"Mercer County, IL",17131,5.4
KYMUURN,"Mercer County, KY",21167,3.5
WVMERC0URN,"Mercer County, WV",54055,6.7
MOMERC9URN,"Mercer County, MO",29129,2.3
GAMERI9URN,"Meriwether County, GA",13199,5.1
NEMERR1URN,"Merrick County, NE",31121,2.2
NHMERR5URN,"Merrimack County, NH",33013,2.4
COMESA5URN,"Mesa County, CO",8077,6.8
KYMFURN,"Metcalfe County, KY",21169,4.2
INMIAM3URN,"Miami County, IN",18103,4.6
KSMIAM1URN,"Miami County, KS",20121,3
OHMIAM5URN,"Miami County, OH",39109,3.9
FLMIAM6URN,"Miami-Dade County, FL",12086,6.9
NJMIDD2URN,"Middlesex County, NJ",34023,6.4
MAMIDD7URN,"Middlesex County, MA",25017,4.7
CTMIDD7URN,"Middlesex County, CT",9007,6.2
VAMIDD9URN,"Middlesex County, VA",51119,3.3
MIMIDL0URN,"Midland County, MI",26111,4.5
TXMIDL9URN,"Midland County, TX",48329,6.8
PAMIFF7URN,"Mifflin County, PA",42087,5.4
TXMILA1URN,"Milam County, TX",48331,6.5
UTMILL7URN,"Millard County, UT",49027,2.4
MNMILL5URN,"Mille Lacs County, MN",27095,6.4
ARMIURN,"Miller County, AR",5091,5.1
GAMILL1URN,"Miller County, GA",13201,2.6
MOMLURN,"Miller County, MO",29131,4.2
IAMILL9URN,"Mills County, IA",19129,2.8
TXMILL3URN,"Mills County, TX",48333,4.3
WIMILW5URN,"Milwaukee County, WI",55079,6.3
SDMINE7URN,"Miner County, SD",46097,3.7
COMINE9URN,"Mineral County, CO",8079,5.4
NVMINE1URN,"Mineral County, NV",32021,4.6
WVMINE7URN,"Mineral County, WV",54057,4.9
MTMINE1URN,"Mineral County, MT",30061,5.8
WVMING9URN,"Mingo County, WV",54059,9.7
IDMINI7URN,"Minidoka County, ID",16067,2.8
SDMINN9URN,"Minnehaha County, SD",46099,2.7
MIMISS3URN,"Missaukee County, MI",26113,5.1
ARMSURN,"Mississippi County, AR",5093,7.2
MOMSURN,"Mississippi County, MO",29133,4.1
MTMISS0URN,"Missoula County, MT",30063,3.8
TXMITC5URN,"Mitchell County, TX",48335,8.4
IAMITC1URN,"Mitchell County, IA",19131,2.6
KSMITC3URN,"Mitchell County, KS",20123,1.8
NCMITC1URN,"Mitchell County, NC",37121,4.8
GAMITC5URN,"Mitchell County, GA",13205,4.7
ALMOBI7URN,"Mobile County, AL",1097,4.1
CAMODO9URN,"Modoc County, CA",6049,7.5
COMOFF1URN,"Moffat County, CO",8081,5.6
AZMOHA0URN,"Mohave County, AZ",4015,7.2
MOMOURN,"Moniteau County, MO",29135,2.9
NJMONM3URN,"Monmouth County, NJ",34025,6.3
CAMONO1URN,"Mono County, CA",6051,7.4
IAMONO3URN,"Monona County, IA",19133,4.4
WVMONO5URN,"Monongalia County, WV",54061,4.2
ILMYURN,"Monroe County, IL",17133,3.2
WVMONR3URN,"Monroe County, WV",54063,3.7
ALMONR9URN,"Monroe County, AL",1099,4.9
WIMONR1URN,"Monroe County, WI",55081,3.5
MIMONR5URN,"Monroe County, MI",26115,6
NYMONR5URN,"Monroe County, NY",36055,5.9
IAMONR5URN,"Monroe County, IA",19135,3.6
TNMONR3URN,"Monroe County, TN",47123,3.8
OHMONR1URN,"Monroe County, OH",39111,6.7
KYMYURN,"Monroe County, KY",21171,3.4
MSMOURN,"Monroe County, MS",28095,5.7
GAMONR7URN,"Monroe County, GA",13207,3
PAMONR5URN,"Monroe County, PA",42089,7.5
ARMOURN,"Monroe County, AR",5095,5.3
FLMONR5URN,"Monroe County, FL",12087,3.2
MOMNURN,"Monroe County, MO",29137,3.4
INMONR5URN,"Monroe County, IN",18105,3.3
TXMONT7URN,"Montague County, TX",48337,5.8
MIMONT7URN,"Montcalm County, MI",26117,5.2
CAMONT2URN,"Monterey County, CA",6053,8.6
COMONT3URN,"Montezuma County, CO",8083,6.4
ARMNURN,"Montgomery County, AR",5097,4.6
ALMONT1URN,"Montgomery County, AL",1101,4.2
KSMONT5URN,"Montgomery County, KS",20125,4.3
NYMONT0URN,"Montgomery County, NY",36057,6.8
OHMONT3URN,"Montgomery County, OH",39113,5.4
ILMGURN,"Montgomery County, IL",17135,5.6
MOMTURN,"Montgomery County, MO",29139,2.9
MSMNURN,"Montgomery County, MS",28097,6.4
INMONT7URN,"Montgomery County, IN",18107,2.9
TXMONT0URN,"Montgomery County, TX",48339,6.5
KYMONT3URN,"Montgomery County, KY",21173,4.2
GAMONT9URN,"Montgomery County, GA",13209,3.7
NCMONT3URN,"Montgomery County, NC",37123,4
MDMONT0URN,"Montgomery County, MD",24031,5.6
IAMONT7URN,"Montgomery County, IA",19137,3.7
TNMONT5URN,"Montgomery County, TN",47125,4.7
PAMONT5URN,"Montgomery County, PA",42091,4.7
VAMONT0URN,"Montgomery County, VA",51121,2.8
MIMONT9URN,"Montmorency County, MI",26119,9
PAMONT3URN,"Montour County, PA",42093,3.8
COMONT5URN,"Montrose County, CO",8085,5.6
SDMOOD1URN,"Moody County, SD",46101,2.6
TNMOOR7URN,"Moore County, TN",47127,2.8
TXMOOR1URN,"Moore County, TX",48341,3.6
NCMOOR0URN,"Moore County, NC",37125,4.1
NMMORA3URN,"Mora County, NM",35033,6.9
LAMORE7URN,"Morehouse Parish, LA",22067,8.1
KYMORG5URN,"Morgan County, KY",21175,4.3
OHMORG5URN,"Morgan County, OH",39115,6
ILMIURN,"Morgan County, IL",17137,5
INMORG5URN,"Morgan County, IN",18109,3.3
TNMORG9URN,"Morgan County, TN",47129,4.5
WVMORG5URN,"Morgan County, WV",54065,3.7
COMORG7URN,"Morgan County, CO",8087,5.2
UTMORG9URN,"Morgan County, UT",49029,2.1
MOMORG1URN,"Morgan County, MO",29141,4.8
GAMORG1URN,"Morgan County, GA",13211,3.1
ALMORG5URN,"Morgan County, AL",1103,2.2
NEMORR3URN,"Morrill County, NE",31123,2.1
NJMORR5URN,"Morris County, NJ",34027,5.7
TXMORR3URN,"Morris County, TX",48343,11.3
KSMORR7URN,"Morris County, KS",20127,2.2
MNMORR7URN,"Morrison County, MN",27097,5.1
ORMORR9URN,"Morrow County, OR",41049,4.8
OHMORR7URN,"Morrow County, OH",39117,4.1
KSMORT9URN,"Morton County, KS",20129,2.5
NDMORT9URN,"Morton County, ND",38059,3.9
TXMOTL5URN,"Motley County, TX",48345,5.1
ILMOUL9URN,"Moultrie County, IL",17139,3.6
NDMOUN1URN,"Mountrail County, ND",38061,4.1
MNMOWE9URN,"Mower County, MN",27099,3.5
KYMHURN,"Muhlenberg County, KY",21177,5.5
ORMULT1URN,"Multnomah County, OR",41051,6.7
MNMURR1URN,"Murray County, MN",27101,4.7
GAMURR3URN,"Murray County, GA",13213,4.1
OKMURR9URN,"Murray County, OK",40099,4.6
IAMUSC9URN,"Muscatine County, IA",19139,4.4
GAMUSC0URN,"Muscogee County, GA",13215,5
MIMUSK1URN,"Muskegon County, MI",26121,7
OHMUSK0URN,"Muskingum County, OH",39119,5
OKMUSK0URN,"Muskogee County, OK",40101,5
MTMUSS5URN,"Musselshell County, MT",30065,4.6
TXNACO7URN,"Nacogdoches County, TX",48347,5.9
NENANC5URN,"Nance County, NE",31125,1.7
MANANT9URN,"Nantucket County, MA",25019,9.8
CANAPA0URN,"Napa County, CA",6055,6.3
NCNASH5URN,"Nash County, NC",37127,5.7
NYNASS9URN,"Nassau County, NY",36059,5.4
FLNASS9URN,"Nassau County, FL",12089,3.8
LANATC9URN,"Natchitoches Parish, LA",22069,5.1
WYNATR5URN,"Natrona County, WY",56025,7.4
AZNAVA5URN,"Navajo County, AZ",4017,8.5
TXNAVA9URN,"Navarro County, TX",48349,5.7
NDNELS3URN,"Nelson County, ND",38063,4.1
KYNEURN,"Nelson County, KY",21179,3.5
VANELS5URN,"Nelson County, VA",51125,3.4
KSNEMA1URN,"Nemaha County, KS",20131,1.7
NENEMA7URN,"Nemaha County, NE",31127,2
KSNEOS3URN,"Neosho County, KS",20133,4.3
MSNESH9URN,"Neshoba County, MS",28099,5.9
KSNESS5URN,"Ness County, KS",20135,2.1
CANEVA0URN,"Nevada County, CA",6057,5.9
ARNEURN,"Nevada County, AR",5099,3.6
DENEWC3URN,"New Castle County, DE",10003,6
NCNEWH9URN,"New Hanover County, NC",37129,3.9
CTNEWH9URN,"New Haven County, CT",9009,7.9
VANEWK7URN,"New Kent County, VA",51127,2.9
CTNEWL1URN,"New London County, CT",9011,8.5
MONEURN,"New Madrid County, MO",29143,4.1
NYNEWY1URN,"New York County, NY",36061,8.3
MINEWA3URN,"Newaygo County, MI",26123,5.3
SCNEWB1URN,"Newberry County, SC",45071,3.6
RINEWP5URN,"Newport County, RI",44005,4.5
VANEWP5URN,"Newport News City, VA",51700,5.8
GANEWT7URN,"Newton County, GA",13217,4.1
ARNWURN,"Newton County, AR",5101,3
INNEWT1URN,"Newton County, IN",18111,4.3
TXNEWT1URN,"Newton County, TX",48351,10.7
MONEWT5URN,"Newton County, MO",29145,3.3
MSNEWT1URN,"Newton County, MS",28101,5.7
IDNEZP9URN,"Nez Perce County, ID",16069,3.1
NYNIAG3URN,"Niagara County, NY",36063,6.3
WVNICH7URN,"Nicholas County, WV",54067,6.3
KYNICH1URN,"Nicholas County, KY",21181,3.4
MNNICO3URN,"Nicollet County, MN",27103,3.2
WYNIOB7URN,"Niobrara County, WY",56027,4.1
OHNOBL1URN,"Noble County, OH",39121,6.5
OKNOBL3URN,"Noble County, OK",40103,2.8
INNOBL3URN,"Noble County, IN",18113,3.4
MNNOBL5URN,"Nobles County, MN",27105,3.1
MONODA7URN,"Nodaway County, MO",29147,2.5
TXNOLA3URN,"Nolan County, TX",48353,4.9
AKNOME0URN,"Nome CA, AK",2180,13.1
MANORF1URN,"Norfolk County, MA",25021,5.3
VANORF5URN,"Norfolk City, VA",51710,5.9
MNNORM7URN,"Norman County, MN",27107,5.4
AKNORT5URN,"North Slope Borough, AK",2185,6.5
NCNORT1URN,"Northampton County, NC",37131,5.4
PANORT5URN,"Northampton County, PA",42095,5.7
VANORT1URN,"Northampton County, VA",51131,5.9
VANORT3URN,"Northumberland County, VA",51133,5.2
PANORT0URN,"Northumberland County, PA",42097,6.5
AKNORT8URN,"Northwest Arctic Borough, AK",2188,15.3
KSNORT7URN,"Norton County, KS",20137,1.7
VANORT0URN,"Norton City, VA",51720,4.5
VANOTT5URN,"Nottoway County, VA",51135,3.6
OKNOWA5URN,"Nowata County, OK",40105,3.4
MSNOURN,"Noxubee County, MS",28103,8.9
NENUCK9URN,"Nuckolls County, NE",31129,1.4
TXNUEC5URN,"Nueces County, TX",48355,7.6
NVNYEC3URN,"Nye County, NV",32023,6.2
IAOBRI1URN,"O'Brien County, IA",19141,2.7
MIOAKL5URN,"Oakland County, MI",26125,2.7
TNOBURN,"Obion County, TN",47131,4.7
NJOCEA5URN,"Ocean County, NJ",34029,6.7
MIOCEA7URN,"Oceana County, MI",26127,7
TXOCHI7URN,"Ochiltree County, TX",48357,4.9
SCOCON3URN,"Oconee County, SC",45073,3.7
GAOCON9URN,"Oconee County, GA",13219,2
WIOCON3URN,"Oconto County, WI",55083,4.2
MIOGEM9URN,"Ogemaw County, MI",26129,7.5
LAUCN461020000000003,"Oglala Lakota County, SD",46113,8.4
ILOGLE1URN,"Ogle County, IL",17141,6.2
GAOGLE1URN,"Oglethorpe County, GA",13221,2.7
KYOHURN,"Ohio County, KY",21183,4.3
INOHIO5URN,"Ohio County, IN",18115,3.1
WVOHIO0URN,"Ohio County, WV",54069,5.8
FLOKAL7URN,"Okaloosa County, FL",12091,3.7
WAOKAN7URN,"Okanogan County, WA",53047,7.7
FLOKEE3URN,"Okeechobee County, FL",12093,4.4
OKOKFU7URN,"Okfuskee County, OK",40107,5.2
OKOKLA9URN,"Oklahoma County, OK",40109,4.8
OKOKMU1URN,"Okmulgee County, OK",40111,5.6
MSOKURN,"Oktibbeha County, MS",28105,5.6
KYOLURN,"Oldham County, KY",21185,2.9
TXOLDH9URN,"Oldham County, TX",48359,3.5
NDOLIV5URN,"Oliver County, ND",38065,4.1
MNOLMS9URN,"Olmsted County, MN",27109,3.3
IDONEI1URN,"Oneida County, ID",16071,2.1
WIONEI5URN,"Oneida County, WI",55085,5.3
NYONEI5URN,"Oneida County, NY",36065,5.8
NYONON7URN,"Onondaga County, NY",36067,5.7
NCONSL5URN,"Onslow County, NC",37133,4.5
NYONTA5URN,"Ontario County, NY",36069,4.9
MIONTO1URN,"Ontonagon County, MI",26131,7.4
NYORAN1URN,"Orange County, NY",36071,5.3
CAORAN7URN,"Orange County, CA",6059,6.2
NCORAN2URN,"Orange County, NC",37135,3
TXORAN5URN,"Orange County, TX",48361,9.3
INORURN,"Orange County, IN",18117,4.8
VTORAN7URN,"Orange County, VT",50017,3
FLORAN0URN,"Orange County, FL",12095,5.6
VAORAN7URN,"Orange County, VA",51137,3.7
SCORAN5URN,"Orangeburg County, SC",45075,7.9
MOORURN,"Oregon County, MO",29149,4.6
